,etype,cellid,seed,state,protocol,amplitude,duration,AP_count,AP_count_before_stim,AP_count_after_stim,voltage_base,voltage_after_stim
0,control_719,1781,1,normal,fi,20,2000,0,0,0,-67.61518955690556,-67.82374210481693
0,control_719,1781,1,normal,fi,40,2000,0,0,0,-67.61506689373718,-67.87246415388384
0,control_719,1781,1,normal,fi,60,2000,0,0,0,-67.61494299917398,-67.9268277997064
0,control_719,1781,1,normal,fi,80,2000,0,0,0,-67.6148197882302,-67.98481567258126
0,control_719,1781,1,normal,fi,100,2000,0,0,0,-67.61469757466298,-68.03658428941753
0,control_719,1781,1,normal,fi,120,2000,0,0,0,-67.6145748106567,-68.11202431384923
0,control_719,1781,1,normal,fi,140,2000,1,0,0,-67.61445214559126,-68.23016626201257
0,control_719,1781,1,normal,fi,160,2000,4,0,0,-67.61433044448074,-68.40942203848162
0,control_719,1781,1,normal,fi,180,2000,6,0,0,-67.61420740511565,-68.6055396998396
0,control_719,1781,1,normal,fi,200,2000,10,0,0,-67.61408744590568,-68.77084871282436
0,control_719,1781,1,normal,fi,220,2000,10,0,0,-67.61396521826794,-68.89357524076635
0,control_719,1781,1,normal,fi,240,2000,11,0,0,-67.61384093998785,-68.99818964136834
0,control_719,1781,1,normal,fi,260,2000,13,0,0,-67.61372079541296,-69.09641608863369
0,control_719,1781,1,normal,fi,280,2000,14,0,0,-67.61359894591266,-69.18191319756454
0,control_719,1781,1,normal,fi,300,2000,16,0,0,-67.61347546059639,-69.25962696415388
0,control_719,1781,1,normal,tburst,-50,2000,0,0,0,-67.61561401992826,-67.65301848513506
0,control_719,1781,1,normal,tburst,-100,2000,0,0,0,-67.61591955092884,-67.53177416782376
0,control_719,1781,1,normal,tburst,-150,2000,0,0,0,-67.61622607773873,-67.4326340212173
0,control_719,1781,1,normal,tburst,-200,2000,2,0,2,-67.61652967002243,-67.47757312059329
0,control_719,1781,1,normal,tburst,-250,2000,4,0,4,-67.6168360250322,-67.32451406104741
0,control_719,1781,1,normal,tburst,-300,2000,5,0,5,-67.61714164187624,-67.24462772917153
0,control_719,1781,1,normal,tburst,-50,500,0,0,0,-67.61561401992826,-67.72189266652468
0,control_719,1781,1,normal,tburst,-100,500,0,0,0,-67.61591955092884,-67.69580340224877
0,control_719,1781,1,normal,tburst,-150,500,0,0,0,-67.61622607773873,-67.6788024628609
0,control_719,1781,1,normal,tburst,-200,500,3,0,3,-67.61652967002243,-67.75340930288208
0,control_719,1781,1,normal,tburst,-250,500,4,0,4,-67.6168360250322,-67.73049704101405
0,control_719,1781,1,normal,tburst,-300,500,5,0,5,-67.61714164187624,-67.70253744735986
0,control_719,1781,1,normal,tburst,-50,200,0,0,0,-67.61561401992826,-67.73215649150885
0,control_719,1781,1,normal,tburst,-100,200,0,0,0,-67.61591955092884,-67.72228674234506
0,control_719,1781,1,normal,tburst,-150,200,0,0,0,-67.61622607773873,-67.71556722163275
0,control_719,1781,1,normal,tburst,-200,200,1,0,1,-67.61652967002242,-67.7528389550331
0,control_719,1781,1,normal,tburst,-250,200,2,0,2,-67.61683602503219,-67.75669778337723
0,control_719,1781,1,normal,tburst,-300,200,3,0,3,-67.61714164187624,-67.75890643117256
0,control_719,1781,1,normal,rmih,-50,2000,0,0,0,-71.58645488151244,-71.53443846061107
0,control_719,1781,1,normal,rmih,-100,2000,0,0,0,-71.58676033383185,-71.37957633959682
0,control_719,1781,1,normal,rmih,-150,2000,0,0,0,-71.58706678625877,-71.24640769997093
0,control_719,1781,1,normal,rmih,-200,2000,3,0,3,-71.5873703009781,-71.26345535066868
0,control_719,2111,3,normal,fi,20,2000,0,0,0,-70.23931835267918,-70.61487436640583
0,control_719,2111,3,normal,fi,40,2000,0,0,0,-70.23915805250543,-70.87043355298614
0,control_719,2111,3,normal,fi,60,2000,8,0,0,-70.23900101070285,-71.40771392296591
0,control_719,2111,3,normal,fi,80,2000,18,0,0,-70.238844230363,-71.8125885020615
0,control_719,2111,3,normal,fi,100,2000,23,0,0,-70.23868818721063,-72.04374455071819
0,control_719,2111,3,normal,fi,120,2000,35,0,0,-70.23853322248576,-72.21339408090857
0,control_719,2111,3,normal,fi,140,2000,36,0,0,-70.23837539902236,-72.3311077579737
0,control_719,2111,3,normal,fi,160,2000,43,0,0,-70.2382189105914,-72.42597580452194
0,control_719,2111,3,normal,fi,180,2000,49,0,0,-70.23806307791004,-72.50446687635203
0,control_719,2111,3,normal,fi,200,2000,45,0,0,-70.2379066690946,-72.58311973689604
0,control_719,2111,3,normal,fi,220,2000,59,0,0,-70.23775218800844,-72.64372524437742
0,control_719,2111,3,normal,fi,240,2000,47,0,0,-70.2375959068941,-72.70183786135931
0,control_719,2111,3,normal,fi,260,2000,47,0,0,-70.23743793334998,-72.75588146708486
0,control_719,2111,3,normal,fi,280,2000,53,0,0,-70.23728162794049,-72.8251417927731
0,control_719,2111,3,normal,fi,300,2000,47,0,0,-70.23712671707389,-72.85774544422976
0,control_719,2111,3,normal,tburst,-50,2000,0,0,0,-70.23986146334704,-70.00542139420132
0,control_719,2111,3,normal,tburst,-100,2000,3,0,3,-70.24025313395443,-70.06236605862901
0,control_719,2111,3,normal,tburst,-150,2000,7,0,7,-70.24064388556556,-69.9170196791271
0,control_719,2111,3,normal,tburst,-200,2000,8,0,8,-70.24103450166439,-69.24536709425475
0,control_719,2111,3,normal,tburst,-250,2000,9,0,9,-70.24142395235452,-68.68479469094972
0,control_719,2111,3,normal,tburst,-300,2000,9,0,9,-70.24181427142443,-68.07375509693296
0,control_719,2111,3,normal,tburst,-50,500,0,0,0,-70.23986146334704,-70.2989499264662
0,control_719,2111,3,normal,tburst,-100,500,2,0,2,-70.24025313395443,-70.35935595534895
0,control_719,2111,3,normal,tburst,-150,500,6,0,6,-70.24064388556556,-70.3671500567461
0,control_719,2111,3,normal,tburst,-200,500,8,0,8,-70.24103450166439,-70.1742302936307
0,control_719,2111,3,normal,tburst,-250,500,8,0,8,-70.24142395235452,-69.73926163083858
0,control_719,2111,3,normal,tburst,-300,500,9,0,9,-70.24181427142443,-69.36989931194374
0,control_719,2111,3,normal,tburst,-50,200,0,0,0,-70.23986146334704,-70.34505565205737
0,control_719,2111,3,normal,tburst,-100,200,0,0,0,-70.24025313395443,-70.31062013392605
0,control_719,2111,3,normal,tburst,-150,200,3,0,3,-70.24064388556556,-70.42835483240721
0,control_719,2111,3,normal,tburst,-200,200,5,0,5,-70.24103450166439,-70.3665782220016
0,control_719,2111,3,normal,tburst,-250,200,6,0,6,-70.24142395235452,-70.16624660145156
0,control_719,2111,3,normal,tburst,-300,200,6,0,6,-70.24181427142443,-69.83670814888613
0,control_719,2111,3,normal,rmih,-50,2000,0,0,0,-77.31396048382649,-76.58360472602081
0,control_719,2111,3,normal,rmih,-100,2000,0,0,0,-77.3143521644049,-75.81738577322719
0,control_719,2111,3,normal,rmih,-150,2000,0,0,0,-77.31474292147831,-74.98052236082728
0,control_719,2111,3,normal,rmih,-200,2000,5,0,5,-77.31513353973342,-75.21553603241317
0,control_719,2315,3,normal,fi,20,2000,0,0,0,-67.10915577841948,-67.9763766937276
0,control_719,2315,3,normal,fi,40,2000,0,0,0,-67.10900397941604,-68.42555799428533
0,control_719,2315,3,normal,fi,60,2000,9,0,0,-67.10884805029569,-69.16176084916192
0,control_719,2315,3,normal,fi,80,2000,20,0,0,-67.10869605372868,-69.59642358764839
0,control_719,2315,3,normal,fi,100,2000,29,0,0,-67.10854408079693,-69.84873788189473
0,control_719,2315,3,normal,fi,120,2000,27,0,0,-67.10839388696462,-70.03342217870578
0,control_719,2315,3,normal,fi,140,2000,33,0,0,-67.10824038210531,-70.16049059286767
0,control_719,2315,3,normal,fi,160,2000,36,0,0,-67.10808991201505,-70.30200230720152
0,control_719,2315,3,normal,fi,180,2000,49,0,0,-67.10793793954225,-70.38991798676514
0,control_719,2315,3,normal,fi,200,2000,39,0,0,-67.1077871107741,-70.45927394876999
