,etype,cellid,seed,state,protocol,amplitude,duration,adaptation_index2,AP_count,AP_count_before_stim,AP_count_after_stim,voltage_base,voltage_after_stim,voltage_deflection,AP_amplitude,AP1_amp,AP2_amp,fast_AHP,AHP_depth,AP_amplitude_change,sag_amplitude
0,lesioned_719,2028,3,6ohda,tburst,-250,500,,11,0,11,-67.44208601145897,-67.08105271887283,-33.77329599104452,,,,0.35196532393768365,23.540078534777088,,5.035775947736894
0,lesioned_719,2028,3,6ohda,tburst,-300,500,,11,0,11,-67.44248203224274,-66.77963364947871,-38.20013173874156,,,,2.0929369911256046,22.84830428845155,,7.731141603434892
0,lesioned_719,2028,3,6ohda,tburst,-50,200,,0,0,0,-67.44050067622062,-67.5688349140189,-5.9711718472486695,,,,,,,0.949064068192655
0,lesioned_719,2028,3,6ohda,tburst,-100,200,,3,0,3,-67.44089674614945,-67.62706242836573,-13.925810391574828,,,,14.152332878300264,11.670934322408847,,0.6289564659925304
0,lesioned_719,2028,3,6ohda,tburst,-150,200,,6,0,6,-67.441293227086,-67.62696349009525,-22.575968309672163,,,,14.299275616796379,16.225485988659003,,0.2244735766153383
0,lesioned_719,2028,3,6ohda,tburst,-200,200,,7,0,7,-67.4416894780898,-67.54808722017653,-30.878002362157318,,,,8.557810852771368,18.423694352906857,,0.2584719534513482
0,lesioned_719,2028,3,6ohda,tburst,-250,200,,8,0,8,-67.44208601145897,-67.3782659974868,-38.03698765701135,,,,10.222406558973297,19.052472845173455,,0.8390258948211908
0,lesioned_719,2028,3,6ohda,tburst,-300,200,,9,0,9,-67.44248203224274,-67.16554012297,-43.64392115260928,,,,6.668727085031236,19.979762568200066,,2.2521920972630056
0,lesioned_719,2028,3,6ohda,rmih,-50,2000,,0,0,0,-74.54858019964388,-73.95714889650091,-6.581500816220526,,,,,,,1.7956249629069418
0,lesioned_719,2028,3,6ohda,rmih,-100,2000,,7,0,7,-74.54897641727808,-74.23196168253342,-13.000238942194429,,,,5.482827416500207,26.38593316872432,,3.831127957895532
0,lesioned_719,2028,3,6ohda,rmih,-150,2000,,9,0,9,-74.54937304277021,-73.47690271768813,-18.421080937976583,,,,7.416354093327257,27.89452446989695,,6.806047748685714
0,lesioned_719,2028,3,6ohda,rmih,-200,2000,,10,0,10,-74.54976944179548,-72.84066504456689,-23.36633074105889,,,,0.04674048830678146,29.181863288490725,,9.819624520793383
0,lesioned_719,4267,0,6ohda,fi,20,2000,,0,0,0,-65.75232010723033,-66.43125114674076,0.6486053683063631,,,,,,,
0,lesioned_719,4267,0,6ohda,fi,40,2000,,0,0,0,-65.7521985523884,-66.66057333777029,1.9389221069697342,,,,,,,
0,lesioned_719,4267,0,6ohda,fi,60,2000,,1,0,0,-65.75207636699388,-66.91904082524732,3.226785947986407,34.48488674141641,34.48488674141641,,,2.11541519069948,,
0,lesioned_719,4267,0,6ohda,fi,80,2000,,1,0,0,-65.75195447757672,-67.1636836441176,4.601155709524207,42.24580360051389,42.24580360051389,,,3.241202687329036,,
0,lesioned_719,4267,0,6ohda,fi,100,2000,,2,0,0,-65.7518328116529,-67.44841567691199,6.077393449698199,38.33412215068417,38.33412215068417,51.25308907186866,22.24399827071855,3.688929024161574,0.33700959344790715,
0,lesioned_719,4267,0,6ohda,fi,120,2000,0.022714359001463458,17,0,0,-65.75171081634561,-68.1144457595133,2.798726633732052,37.68356707460446,37.68356707460446,35.07741166750726,22.010819143489684,4.0816619671850916,-0.06915893609375229,
0,lesioned_719,4267,0,6ohda,fi,140,2000,0.016921849357920897,24,0,0,-65.75158863093807,-68.38251113476632,48.5792133918461,34.98698992892123,34.98698992892123,45.19310812187449,16.1559105188134,4.304631112039225,0.2917118109813897,
0,lesioned_719,4267,0,6ohda,fi,160,2000,0.012843054159389366,30,0,0,-65.75146641108691,-68.55190761693258,11.937662740408136,48.80539322755719,48.80539322755719,25.94496085532972,18.77054713840456,4.689190973652167,-0.4683997169255403,
0,lesioned_719,4267,0,6ohda,fi,180,2000,0.010407159037950692,37,0,0,-65.75134549623274,-68.72437777329125,9.440052043677603,52.365307218680655,52.365307218680655,29.702165035491937,17.193963030863763,4.985158734914542,-0.43278925278803543,
0,lesioned_719,4267,0,6ohda,fi,200,2000,0.008206459670062354,44,0,0,-65.75122250681456,-68.86507112055104,5.775277445476007,37.07169747866892,37.07169747866892,49.70999824958679,15.78482531344362,5.0754751457679035,0.3409150815980291,
0,lesioned_719,4267,0,6ohda,fi,220,2000,0.006645392127625539,50,0,0,-65.75110185689846,-68.96164083136595,11.007867103179429,28.382279459350777,28.382279459350777,41.26201726734268,16.08552394277021,5.381945836820897,0.4537950458291526,
0,lesioned_719,4267,0,6ohda,fi,240,2000,0.006018136037295709,56,0,0,-65.75098030253949,-69.0465059599476,13.842843408062407,29.46659766483235,29.46659766483235,48.34692265256531,15.57931829484842,5.619174018919885,0.6407365113029714,
0,lesioned_719,4267,0,6ohda,fi,260,2000,0.004742010191221984,62,0,0,-65.7508571787194,-69.11614979143147,10.381757799518958,37.80934554243002,37.80934554243002,49.054782325256674,14.86761794817663,5.776952134550669,0.2974247933016167,
0,lesioned_719,4267,0,6ohda,fi,280,2000,0.004639085147608374,68,0,0,-65.75073520247102,-69.17134278890921,4.552098911127565,48.52625149231677,48.52625149231677,29.05168901726988,17.659669278413688,5.913758139271103,-0.40132014891218876,
0,lesioned_719,4267,0,6ohda,fi,300,2000,0.003991864203997511,73,0,0,-65.75061396025617,-69.2207105355998,8.785304465084252,43.65546805636667,43.65546805636667,48.28675950941978,14.038367894830898,6.355723713010008,0.10608731641757499,
0,lesioned_719,4267,0,6ohda,tburst,-50,2000,,0,0,0,-65.75274653620251,-65.65512663246848,-3.926728615744338,,,,,,,2.0994496595707517
0,lesioned_719,4267,0,6ohda,tburst,-100,2000,,1,0,1,-65.75305123309201,-65.2906097860229,-7.270619560647461,,,,,4.805734251665079,,4.322344871262686
0,lesioned_719,4267,0,6ohda,tburst,-150,2000,,3,0,3,-65.75335616213675,-65.03374619149375,-10.467463246251342,,,,13.204481011489406,8.419145296220726,,6.305442636008777
0,lesioned_719,4267,0,6ohda,tburst,-200,2000,,5,0,5,-65.75366150477063,-64.72803188760459,-13.291915712273067,,,,9.339146911410829,12.852154499220966,,8.522185612790722
0,lesioned_719,4267,0,6ohda,tburst,-250,2000,,7,0,7,-65.75396505093958,-64.42119965932507,-15.680977980011562,,,,10.750191145882837,15.458649608035017,,11.261202594731685
0,lesioned_719,4267,0,6ohda,tburst,-300,2000,,8,0,8,-65.7542699915788,-63.94607321245368,-17.734847721680026,,,,0.30976627618201036,18.264563847983176,,14.296242982484657
0,lesioned_719,4267,0,6ohda,tburst,-50,500,,0,0,0,-65.75274653620252,-66.02615474273621,-4.3042689054775565,,,,,,,1.7179602062228554
0,lesioned_719,4267,0,6ohda,tburst,-100,500,,2,0,2,-65.75305123309201,-66.07851660327786,-8.72523998342001,,,,19.745871906401618,6.147516238507542,,2.8621055571834972
0,lesioned_719,4267,0,6ohda,tburst,-150,500,,5,0,5,-65.75335616213675,-66.11443378044183,-13.366704671857136,,,,14.277937015180484,12.12427280075677,,3.373397320880386
0,lesioned_719,4267,0,6ohda,tburst,-200,500,,8,0,8,-65.75366150477063,-66.09163815533772,-17.553413741363173,,,,4.547469920225346,17.229041586429496,,4.197074029476298
0,lesioned_719,4267,0,6ohda,tburst,-250,500,,9,0,9,-65.75396505093958,-65.82961918075783,-20.889331366679173,,,,-1.011295615573509,20.631376638720532,,5.941333132308344
0,lesioned_719,4267,0,6ohda,tburst,-300,500,,10,0,10,-65.7542699915788,-65.59236502948758,-23.413172439475346,,,,1.2895393794464312,21.690057191037113,,8.458511999258263
0,lesioned_719,4267,0,6ohda,tburst,-50,200,,0,0,0,-65.75274653620251,-66.08855235699102,-4.538921690921157,,,,,,,1.4444964139577934
0,lesioned_719,4267,0,6ohda,tburst,-100,200,,2,0,2,-65.75305123309201,-66.19828969343769,-9.840663211005278,,,,15.578762919234663,6.539304906785155,,1.6890940080215842
0,lesioned_719,4267,0,6ohda,tburst,-150,200,,4,0,4,-65.75335616213675,-66.24556335419253,-15.289513679146083,,,,8.119228631948253,10.832907499079312,,1.4489202553419886
0,lesioned_719,4267,0,6ohda,tburst,-200,200,,6,0,6,-65.75366150477063,-66.2328280413548,-20.230411547198216,,,,12.800702456050637,14.434342031797193,,1.5523753850809214
0,lesioned_719,4267,0,6ohda,tburst,-250,200,,7,0,7,-65.75396505093958,-66.15552915845761,-24.669850987510145,,,,2.5739709988208546,17.909135535941786,,2.1895256322164016
0,lesioned_719,4267,0,6ohda,tburst,-300,200,,8,0,8,-65.7542699915788,-65.97201663266524,-28.325137229486785,,,,4.008313521718449,18.3195377866927,,3.537557682328753
0,lesioned_719,4267,0,6ohda,rmih,-50,2000,,0,0,0,-69.80969315358668,-69.41851187583028,-3.8457586801740433,,,,,,,2.170453680536397
0,lesioned_719,4267,0,6ohda,rmih,-100,2000,,2,0,2,-69.8099978392325,-69.29480591482931,-6.955471761061332,,,,13.240624926830414,11.157847595086928,,4.260755669786121
0,lesioned_719,4267,0,6ohda,rmih,-150,2000,,4,0,4,-69.81030276162454,-68.94063504777375,-9.74191904822132,,,,8.264843720890099,15.656469011117835,,6.387459450169189
0,lesioned_719,4267,0,6ohda,rmih,-200,2000,,6,0,6,-69.81060809702167,-68.51195372325422,-12.135981647706615,,,,11.168301666779648,19.264829793070916,,8.928119068805117
0,lesioned_719,5258,1,6ohda,fi,20,2000,,0,0,0,-70.11755318997218,-70.5818442054194,1.2925303822400878,,,,,,,
0,lesioned_719,5258,1,6ohda,fi,40,2000,,0,0,0,-70.11741214755834,-70.77683462106822,2.8576165836917227,,,,,,,
0,lesioned_719,5258,1,6ohda,fi,60,2000,,0,0,0,-70.11727084369346,-70.9736157039888,4.386332863378286,,,,,,,
0,lesioned_719,5258,1,6ohda,fi,80,2000,,1,0,0,-70.11712940562047,-71.22027965507316,5.879324904091561,52.45517860317362,52.45517860317362,,,5.1097210919214575,,
0,lesioned_719,5258,1,6ohda,fi,100,2000,,1,0,0,-70.11698782113116,-71.42430775792607,7.475016012441429,43.964760815386,43.964760815386,,,11.437030317300191,,
0,lesioned_719,5258,1,6ohda,fi,120,2000,,2,0,0,-70.11684679388307,-71.67785062750143,9.17273985098472,47.17183852250449,47.17183852250449,31.634249352782277,15.191453605032976,12.828770092456963,-0.32938273462268425,
0,lesioned_719,5258,1,6ohda,fi,140,2000,0.40414057963515526,5,0,0,-70.11670516751971,-72.00651052171865,11.05555029707584,47.57532802695826,47.57532802695826,31.574935406485835,17.82604130531982,13.432144322049623,-0.33631702153279747,
0,lesioned_719,5258,1,6ohda,fi,160,2000,0.08135443901633924,15,0,0,-70.11656389337665,-72.56417475734678,8.226054468201653,51.666723690811345,51.666723690811345,35.550627498322484,15.855101515433084,13.869109989569964,-0.3119240981667863,
0,lesioned_719,5258,1,6ohda,fi,180,2000,0.050962469314479904,21,0,0,-70.11642229656957,-72.8525858247792,8.567445347175124,29.748231422836405,29.748231422836405,36.74380573352933,13.25345830514403,14.175412115098027,0.2351593347267942,
0,lesioned_719,5258,1,6ohda,fi,200,2000,0.038245602945428274,26,0,0,-70.11628073324638,-73.06028975550822,13.152208432696142,37.28606637227183,37.28606637227183,23.812342768936873,19.581161820546882,14.442268342043242,-0.36136082226562877,
0,lesioned_719,5258,1,6ohda,fi,220,2000,0.030330995712025167,31,0,0,-70.11613924542137,-73.2868088523139,13.287087027448237,36.058504827542585,36.058504827542585,48.994969597874345,11.662638834993814,14.754943669180292,0.35876320530213707,
0,lesioned_719,5258,1,6ohda,fi,240,2000,0.024844976243468323,36,0,0,-70.11599768972457,-73.5289766676128,6.513435528207133,42.27284065008168,42.27284065008168,37.69834153936986,17.53690678424764,14.95599105543878,-0.10821366722378001,
0,lesioned_719,5258,1,6ohda,fi,260,2000,0.02272363778323959,39,0,0,-70.11585667752612,-73.68420878018058,11.669924406923123,33.673345449675985,33.673345449675985,47.93104922663868,11.681314805555218,15.098218257461873,0.42341215541742033,
0,lesioned_719,5258,1,6ohda,fi,280,2000,0.019930050955954515,44,0,0,-70.11571643922436,-73.85479186152405,10.721677269343893,51.02194817874583,51.02194817874583,47.904552978771704,13.215540541860122,15.350412425921206,-0.06109910168566901,
0,lesioned_719,5258,1,6ohda,fi,300,2000,0.018524595327359988,47,0,0,-70.11557487368549,-74.03931554624826,33.118174083551324,51.68490009182057,51.68490009182057,23.810431329064386,13.456150448531005,15.58324678583189,-0.5393155198759392,
0,lesioned_719,5258,1,6ohda,tburst,-50,2000,,0,0,0,-70.11804793724548,-69.86920548472017,-4.8486724045504985,,,,,,,1.4767027421066956
0,lesioned_719,5258,1,6ohda,tburst,-100,2000,,2,0,2,-70.11840177088081,-69.98598289588111,-9.82889926943534,,,,9.500281099393462,16.039680304794786,,3.714027616211254
0,lesioned_719,5258,1,6ohda,tburst,-150,2000,,5,0,5,-70.11875473237492,-69.64878455690769,-14.431458345699511,,,,4.924897297132901,21.274257250369587,,6.914272832051992
0,lesioned_719,5258,1,6ohda,tburst,-200,2000,,7,0,7,-70.1191088391569,-69.20301599544462,-18.268997112887504,,,,8.59477892250684,23.698645318824497,,10.781292485899016
0,lesioned_719,5258,1,6ohda,tburst,-250,2000,,8,0,8,-70.11946324075205,-68.89761173700504,-21.680619354784668,,,,6.957252548940488,24.686926498865233,,14.576138306848748
0,lesioned_719,5258,1,6ohda,tburst,-300,2000,,8,0,8,-70.1198146646188,-68.11311164404654,-24.954104439634037,,,,1.1373376401369697,25.87921448131327,,17.89135174099873
0,lesioned_719,5258,1,6ohda,tburst,-50,500,,0,0,0,-70.11804793724548,-70.22462115063425,-5.313089875889119,,,,,,,1.0064377988325504
0,lesioned_719,5258,1,6ohda,tburst,-100,500,,3,0,3,-70.11840177088081,-70.3883670962377,-11.84830182447945,,,,11.245612913284383,17.569049060274722,,1.6779604742597485
0,lesioned_719,5258,1,6ohda,tburst,-150,500,,6,0,6,-70.11875473237492,-70.26873954263135,-18.413313311735138,,,,5.526837743578234,22.780202509608237,,2.877736726756922
0,lesioned_719,5258,1,6ohda,tburst,-200,500,,7,0,7,-70.1191088391569,-69.92359116644192,-23.406213058634066,,,,0.5702576518474274,23.901589396128394,,5.504978128990004
0,lesioned_719,5258,1,6ohda,tburst,-250,500,,7,0,7,-70.11946324075207,-69.47865838005251,-27.003919434752007,,,,2.9717263325094336,25.096926561694957,,9.052444472719841
0,lesioned_719,5258,1,6ohda,tburst,-300,500,,8,0,8,-70.1198146646188,-69.15892753069294,-29.922327736765155,,,,2.60871581645862,25.394245581427377,,12.686528926103676
0,lesioned_719,5258,1,6ohda,tburst,-50,200,,0,0,0,-70.11804793724548,-70.2854516655992,-5.810998497373234,,,,,,,0.484404290758917
0,lesioned_719,5258,1,6ohda,tburst,-100,200,,0,0,0,-70.11840177088081,-70.240338396244,-13.071312256464637,,,,,,,0.4652309728652
0,lesioned_719,5258,1,6ohda,tburst,-150,200,,4,0,4,-70.11875473237492,-70.43959781866255,-20.71311151148801,,,,13.253987151444335,19.374497842401837,,0.6289450910479957
0,lesioned_719,5258,1,6ohda,tburst,-200,200,,5,0,5,-70.1191088391569,-70.25567136496471,-27.44099961308784,,,,8.329801983547291,20.990292462302385,,1.5103738547888383
